,Unnamed: 0,question,correct_answer,image_file,image_link,task_category,chart_type,text_input_type,dataset,x1,num_bars,facet,num_facets,reorder,description,min_label,max_label
224,224,How many more orders of pizzas are made between the pizza type with the most orders compared to the type with the lowest orders? ,0.42,pizza_x1size_facetnone_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/pizza/pizza_x1size_facetnone_reorderlarge_to_small_colorgrey20.png,determine_range,barchart,open_ended_question,pizza,size,3,none,1,large_to_small,"This data visualization is intended to show information about: number of pizza orders for different kinds of pizzas across different sizes. In this dataset, there are 4 kinds of pizzas “bbq chicken”, “deluxe”, “hawaiian”, and “pepperoni” and 3 different sizes of large (L), medium (M), and small (S).",0,10.0
225,225,"On average, what is the reading score of 3rd graders who are in regular sized classrooms? ",573.0,star_x1class_type_facetnone_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1class_type_facetnone_reorderlarge_to_small_colorgrey20.png,retrieve_value,barchart,open_ended_question,star,class_type,3,none,1,large_to_small,"This data visualization is intended to show information about: reading scores of elementary school students from different classroom types across different grade levels. In this dataset, there are 3 types of classrooms categorized as “regular-sized (reg)”, “regular-sized with a teaching assistant (reg+A)”, and “small” and 4 grade levels spanning kindergarten, 1st grade, 2nd grade, and 3rd grade.",0,600.0
226,226,"On average, what is the reading score of students who are in regular-sized classrooms? ",492.11,star_x1class_type_facetnone_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1class_type_facetnone_reorderlarge_to_small_colorgrey20.png,retrieve_value,barchart,open_ended_question,star,class_type,3,none,1,large_to_small,"This data visualization is intended to show information about: reading scores of elementary school students from different classroom types across different grade levels. In this dataset, there are 3 types of classrooms categorized as “regular-sized (reg)”, “regular-sized with a teaching assistant (reg+A)”, and “small” and 4 grade levels spanning kindergarten, 1st grade, 2nd grade, and 3rd grade.",0,600.0
227,227,"Within of injuries involving backseat passengers, how much higher is the injury severity level in the decade with the higher severity compared to the decade with the lower severity? ",0.96,accidents_x1occRole_facetnone_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1occRole_facetnone_reorderalph_colorgrey20.png,determine_range,barchart,open_ended_question,accidents,occRole,2,none,1,alph,"This data visualization is intended to show information about: severity level of injuries reported for during car accidents across different decades. In this dataset, there are 2 reported injury types for “drivers” and “passengers” and 2 decades spanning the “1990s” and “2000s”.",0,6.0
228,228,"On average, what was the injury severity level of drivers in the 1990s?",1.71,accidents_x1occRole_facetnone_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1occRole_facetnone_reorderalph_colorgrey20.png,retrieve_value,barchart,open_ended_question,accidents,occRole,2,none,1,alph,"This data visualization is intended to show information about: severity level of injuries reported for during car accidents across different decades. In this dataset, there are 2 reported injury types for “drivers” and “passengers” and 2 decades spanning the “1990s” and “2000s”.",0,6.0
229,229,"On average, what is the reading score of students who are in regular-sized classrooms? ",492.11,star_x1grade_facetclass_type_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1grade_facetclass_type_reorderalph_colorgrey20.png,retrieve_value,barchart,open_ended_question,star,grade,4,class_type,3,alph,"This data visualization is intended to show information about: reading scores of elementary school students from different classroom types across different grade levels. In this dataset, there are 3 types of classrooms categorized as “regular-sized (reg)”, “regular-sized with a teaching assistant (reg+A)”, and “small” and 4 grade levels spanning kindergarten, 1st grade, 2nd grade, and 3rd grade.",0,600.0
230,230,"On average, what is the reading score of 3rd graders who are in regular sized classrooms? ",573.0,star_x1grade_facetclass_type_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1grade_facetclass_type_reorderlarge_to_small_colorgrey20.png,retrieve_value,barchart,open_ended_question,star,grade,4,class_type,3,large_to_small,"This data visualization is intended to show information about: reading scores of elementary school students from different classroom types across different grade levels. In this dataset, there are 3 types of classrooms categorized as “regular-sized (reg)”, “regular-sized with a teaching assistant (reg+A)”, and “small” and 4 grade levels spanning kindergarten, 1st grade, 2nd grade, and 3rd grade.",0,600.0
231,231,"On average, what is the reading score of students who are in regular-sized classrooms? ",492.11,star_x1grade_facetclass_type_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1grade_facetclass_type_reorderlarge_to_small_colorgrey20.png,retrieve_value,barchart,open_ended_question,star,grade,4,class_type,3,large_to_small,"This data visualization is intended to show information about: reading scores of elementary school students from different classroom types across different grade levels. In this dataset, there are 3 types of classrooms categorized as “regular-sized (reg)”, “regular-sized with a teaching assistant (reg+A)”, and “small” and 4 grade levels spanning kindergarten, 1st grade, 2nd grade, and 3rd grade.",0,600.0
232,232,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",151.8,star_x1grade_facetnone_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1grade_facetnone_reorderalph_colorgrey20.png,make_comparisons,barchart,open_ended_question,star,grade,4,none,1,alph,"This data visualization is intended to show information about: reading scores of elementary school students from different classroom types across different grade levels. In this dataset, there are 3 types of classrooms categorized as “regular-sized (reg)”, “regular-sized with a teaching assistant (reg+A)”, and “small” and 4 grade levels spanning kindergarten, 1st grade, 2nd grade, and 3rd grade.",0,600.0
233,233,"On average, how much higher are reading scores of students in small-sized classrooms compared to regular-sized classrooms? ",51.31,star_x1grade_facetnone_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1grade_facetnone_reorderlarge_to_small_colorgrey20.png,make_comparisons,barchart,open_ended_question,star,grade,4,none,1,large_to_small,"This data visualization is intended to show information about: reading scores of elementary school students from different classroom types across different grade levels. In this dataset, there are 3 types of classrooms categorized as “regular-sized (reg)”, “regular-sized with a teaching assistant (reg+A)”, and “small” and 4 grade levels spanning kindergarten, 1st grade, 2nd grade, and 3rd grade.",0,600.0
234,234,How much higher is the injury severity level of accidents in the decade with the higher severity compared to the lower severity?,0.36,accidents_x1occRole_facetnone_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1occRole_facetnone_reorderlarge_to_small_colorgrey20.png,determine_range,barchart,open_ended_question,accidents,occRole,2,none,1,large_to_small,"This data visualization is intended to show information about: severity level of injuries reported for during car accidents across different decades. In this dataset, there are 2 reported injury types for “drivers” and “passengers” and 2 decades spanning the “1990s” and “2000s”.",0,6.0
